Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
40.3783,249.893,-0.259004
40.38,249.894,-0.259002
40.3817,249.893,-0.259003
40.3833,249.893,-0.259002
40.385,249.894,-0.258998
40.3867,249.894,-0.258993
40.3883,249.894,-0.258984
40.39,249.894,-0.258974
40.3917,249.894,-0.258963
40.3933,249.894,-0.258958
40.395,249.894,-0.258953
40.3967,249.895,-0.258949
40.3983,249.895,-0.258957
40.4,249.895,-0.25896
40.4017,249.895,-0.258973
40.4033,249.896,-0.258997
40.405,249.896,-0.259046
40.4067,249.897,-0.259113
40.4083,249.898,-0.259231
40.41,249.899,-0.259429
40.4117,249.9,-0.259698
40.4133,249.901,-0.260067
40.415,249.902,-0.260673
40.4167,249.903,-0.261514
40.4183,249.904,-0.262373
40.42,249.906,-0.263277
40.4217,249.908,-0.264276
40.4233,249.909,-0.26565
40.425,249.91,-0.267344
40.4267,249.912,-0.269663
40.4283,249.914,-0.27223
40.43,249.916,-0.274748
40.4317,249.918,-0.277649
40.4333,249.921,-0.280397
40.435,249.923,-0.283518
40.4367,249.925,-0.286137
40.4383,249.928,-0.288314
40.44,249.931,-0.290447
40.4417,249.934,-0.292934
40.4433,249.937,-0.295959
40.445,249.94,-0.299766
40.4467,249.944,-0.303495
40.4483,249.947,-0.307628
40.45,249.951,-0.311929
40.4517,249.956,-0.316766
40.4533,249.96,-0.322414
40.455,249.965,-0.327778
40.4567,249.969,-0.333472
40.4583,249.974,-0.338644
40.46,249.979,-0.344491
40.4617,249.985,-0.35031
40.4633,249.99,-0.356147
40.465,249.995,-0.362608
40.4667,250.001,-0.369251
40.4683,250.007,-0.375979
40.47,250.014,-0.381732
40.4717,250.02,-0.388218
40.4733,250.027,-0.395315
40.475,250.034,-0.403132
40.4767,250.04,-0.41024
40.4783,250.048,-0.417336
40.48,250.055,-0.424541
40.4817,250.062,-0.431711
40.4833,250.07,-0.440179
40.485,250.078,-0.449602
40.4867,250.086,-0.458637
40.4883,250.094,-0.467196
40.49,250.103,-0.47571
