Ramp 10.00 °C/min to 250.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
57.885,374.734,-0.418847
57.8867,374.735,-0.418838
57.8883,374.735,-0.41882
57.89,374.735,-0.418813
57.8917,374.735,-0.418811
57.8933,374.735,-0.418817
57.895,374.734,-0.418819
57.8967,374.734,-0.418823
57.8983,374.734,-0.418831
57.9,374.734,-0.41884
57.9017,374.734,-0.418841
57.9033,374.734,-0.418844
57.905,374.733,-0.418852
57.9067,374.733,-0.418862
57.9083,374.732,-0.418873
57.91,374.732,-0.418869
57.9117,374.732,-0.418866
57.9133,374.73,-0.418858
57.915,374.729,-0.41884
57.9167,374.728,-0.418819
57.9183,374.728,-0.41879
57.92,374.727,-0.418765
57.9217,374.726,-0.418736
57.9233,374.724,-0.418708
57.925,374.722,-0.418623
57.9267,374.722,-0.41851
57.9283,374.72,-0.418391
57.93,374.718,-0.418226
57.9317,374.716,-0.418052
57.9333,374.714,-0.41792
57.935,374.711,-0.417757
57.9367,374.709,-0.417644
57.9383,374.707,-0.417581
57.94,374.704,-0.417536
57.9417,374.701,-0.4175
57.9433,374.698,-0.417461
57.945,374.695,-0.417426
57.9467,374.692,-0.417392
57.9483,374.688,-0.41735
57.95,374.684,-0.417318
57.9517,374.681,-0.417283
57.9533,374.677,-0.417249
57.955,374.672,-0.41721
57.9567,374.668,-0.417186
57.9583,374.663,-0.417174
57.96,374.658,-0.417173
57.9617,374.653,-0.417167
57.9633,374.648,-0.417163
57.965,374.642,-0.417152
57.9667,374.636,-0.417134
57.9683,374.631,-0.417114
57.97,374.625,-0.417091
57.9717,374.618,-0.41707
57.9733,374.612,-0.417045
57.975,374.605,-0.417009
57.9767,374.598,-0.416961
57.9783,374.591,-0.416901
57.98,374.583,-0.416758
57.9817,374.576,-0.416369
57.9833,374.568,-0.415287
57.985,374.56,-0.413816
57.9867,374.553,-0.411453
57.9883,374.544,-0.40779
57.99,374.536,-0.403297
57.9917,374.527,-0.397912
57.9933,374.518,-0.392615
57.995,374.509,-0.38664
57.9967,374.5,-0.379886
57.9983,374.49,-0.373111
58,374.481,-0.366291
58.0017,374.472,-0.358828
58.0033,374.462,-0.35225
58.005,374.452,-0.345884
58.0067,374.442,-0.338996
58.0083,374.432,-0.332798
58.01,374.421,-0.325883
58.0117,374.41,-0.319255
58.0133,374.4,-0.313021
58.015,374.389,-0.306801
58.0167,374.378,-0.29995
58.0183,374.367,-0.292586
58.02,374.356,-0.286159
58.0217,374.345,-0.280696
58.0233,374.333,-0.274851
58.025,374.322,-0.269715
58.0267,374.31,-0.262542
58.0283,374.298,-0.256639
58.03,374.286,-0.248168
58.0317,374.274,-0.240698
58.0333,374.262,-0.233322
58.035,374.25,-0.226081
58.0367,374.238,-0.2184
58.0383,374.225,-0.211703
58.04,374.213,-0.205802
58.0417,374.2,-0.199708
58.0433,374.188,-0.194046
58.045,374.175,-0.18806
58.0467,374.162,-0.182479
58.0483,374.15,-0.176131
58.05,374.137,-0.171265
58.0517,374.123,-0.165692
58.0533,374.11,-0.159753
58.055,374.097,-0.154022
58.0567,374.084,-0.14743
58.0583,374.07,-0.141558
58.06,374.057,-0.136201
58.0617,374.044,-0.130759
58.0633,374.03,-0.125017
58.065,374.016,-0.120362
