Ramp 10.00 °C/min to 250.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
22.51,374.678,-0.44617
22.5117,374.677,-0.446185
22.5133,374.678,-0.446185
22.515,374.677,-0.446177
22.5167,374.677,-0.446167
22.5183,374.677,-0.446162
22.52,374.677,-0.446157
22.5217,374.677,-0.446163
22.5233,374.677,-0.446164
22.525,374.677,-0.446165
22.5267,374.677,-0.446167
22.5283,374.677,-0.446168
22.53,374.676,-0.446175
22.5317,374.676,-0.44618
22.5333,374.675,-0.446175
22.535,374.675,-0.446163
22.5367,374.674,-0.446143
22.5383,374.673,-0.446118
22.54,374.673,-0.446097
22.5417,374.671,-0.446075
22.5433,374.671,-0.446057
22.545,374.67,-0.446035
22.5467,374.668,-0.445999
22.5483,374.667,-0.445959
22.55,374.666,-0.445886
22.5517,374.664,-0.445653
22.5533,374.662,-0.445289
22.555,374.661,-0.444915
22.5567,374.659,-0.444469
22.5583,374.657,-0.443968
22.56,374.654,-0.443395
22.5617,374.652,-0.442863
22.5633,374.65,-0.442463
22.565,374.647,-0.442134
22.5667,374.644,-0.441883
22.5683,374.641,-0.441733
22.57,374.638,-0.441658
22.5717,374.634,-0.441608
22.5733,374.631,-0.441562
22.575,374.627,-0.44153
22.5767,374.623,-0.441507
22.5783,374.619,-0.441486
22.58,374.615,-0.441463
22.5817,374.61,-0.441433
22.5833,374.606,-0.441394
22.585,374.601,-0.441355
22.5867,374.596,-0.441313
22.5883,374.591,-0.441287
22.59,374.585,-0.441267
22.5917,374.579,-0.441258
22.5933,374.574,-0.441236
22.595,374.567,-0.441207
22.5967,374.561,-0.441167
22.5983,374.555,-0.441111
22.6,374.548,-0.440962
22.6017,374.542,-0.440783
22.6033,374.535,-0.440402
22.605,374.527,-0.439576
22.6067,374.52,-0.43834
22.6083,374.512,-0.436851
22.61,374.504,-0.43483
22.6117,374.496,-0.43187
22.6133,374.488,-0.427967
22.615,374.48,-0.422363
22.6167,374.471,-0.415382
22.6183,374.463,-0.407678
22.62,374.453,-0.399351
22.6217,374.444,-0.392242
22.6233,374.435,-0.385595
22.625,374.425,-0.379315
22.6267,374.416,-0.3719
22.6283,374.406,-0.36392
22.63,374.396,-0.357088
22.6317,374.386,-0.350998
22.6333,374.376,-0.343624
22.635,374.366,-0.33572
22.6367,374.355,-0.329544
22.6383,374.345,-0.322331
22.64,374.334,-0.314764
22.6417,374.323,-0.307897
22.6433,374.312,-0.301309
22.645,374.301,-0.294289
22.6467,374.29,-0.285578
22.6483,374.278,-0.278441
22.65,374.267,-0.271574
22.6517,374.255,-0.265612
22.6533,374.243,-0.257631
22.655,374.232,-0.249707
22.6567,374.22,-0.241652
22.6583,374.208,-0.233105
