Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
40.3817,249.885,-0.21775
40.3833,249.885,-0.217736
40.385,249.885,-0.217724
40.3867,249.885,-0.217714
40.3883,249.884,-0.21771
40.39,249.885,-0.2177
40.3917,249.885,-0.217695
40.3933,249.885,-0.217707
40.395,249.885,-0.217726
40.3967,249.884,-0.217741
40.3983,249.885,-0.217757
40.4,249.885,-0.217776
40.4017,249.885,-0.217794
40.4033,249.886,-0.217813
40.405,249.886,-0.217844
40.4067,249.886,-0.21788
40.4083,249.887,-0.217914
40.41,249.888,-0.217953
40.4117,249.889,-0.218007
40.4133,249.889,-0.218119
40.415,249.89,-0.218232
40.4167,249.891,-0.218341
40.4183,249.892,-0.218416
40.42,249.894,-0.218544
40.4217,249.895,-0.21867
40.4233,249.897,-0.218817
40.425,249.898,-0.219005
40.4267,249.899,-0.219168
40.4283,249.901,-0.219277
40.43,249.903,-0.219352
40.4317,249.905,-0.219407
40.4333,249.907,-0.219456
40.435,249.909,-0.219499
40.4367,249.911,-0.219536
40.4383,249.914,-0.21957
40.44,249.917,-0.219595
40.4417,249.919,-0.219626
40.4433,249.922,-0.219653
40.445,249.925,-0.21967
40.4467,249.928,-0.219679
40.4483,249.932,-0.21968
40.45,249.936,-0.219675
40.4517,249.94,-0.219665
40.4533,249.944,-0.21966
40.455,249.948,-0.219658
40.4567,249.952,-0.219672
40.4583,249.957,-0.219689
40.46,249.962,-0.219706
40.4617,249.966,-0.219734
40.4633,249.972,-0.219781
40.465,249.977,-0.219967
40.4667,249.982,-0.220252
40.4683,249.988,-0.22075
40.47,249.994,-0.221817
40.4717,250,-0.223882
40.4733,250.006,-0.227424
40.475,250.013,-0.232093
40.4767,250.02,-0.237814
40.4783,250.027,-0.244797
40.48,250.034,-0.25243
40.4817,250.041,-0.260554
40.4833,250.048,-0.26902
40.485,250.056,-0.276902
40.4867,250.064,-0.284707
40.4883,250.072,-0.293282
40.49,250.081,-0.300565
40.4917,250.089,-0.308499
40.4933,250.097,-0.315303
40.495,250.106,-0.323793
40.4967,250.115,-0.330778
40.4983,250.124,-0.339304
40.5,250.133,-0.347074
40.5017,250.142,-0.355886
40.5033,250.152,-0.363766
40.505,250.161,-0.373635
40.5067,250.171,-0.382682
40.5083,250.181,-0.391998
40.51,250.191,-0.401005
40.5117,250.202,-0.409555
40.5133,250.212,-0.41949
40.515,250.223,-0.429044
40.5167,250.233,-0.436822
40.5183,250.244,-0.445362
40.52,250.255,-0.453729
40.5217,250.265,-0.462035
40.5233,250.277,-0.47094
40.525,250.288,-0.479133
40.5267,250.299,-0.487129
40.5283,250.31,-0.494392
40.53,250.322,-0.502381
40.5317,250.334,-0.510479
40.5333,250.346,-0.518236
40.535,250.358,-0.526121
40.5367,250.37,-0.535468
40.5383,250.382,-0.543611
40.54,250.394,-0.552254
40.5417,250.406,-0.560917
40.5433,250.418,-0.569677
40.545,250.431,-0.578168
40.5467,250.443,-0.585681
40.5483,250.455,-0.593215
40.55,250.468,-0.599487
40.5517,250.481,-0.606301
40.5533,250.494,-0.611418
40.555,250.507,-0.616929
40.5567,250.52,-0.622611
40.5583,250.533,-0.62806
40.56,250.546,-0.633911
40.5617,250.559,-0.640138
40.5633,250.572,-0.644811
40.565,250.585,-0.650611
40.5667,250.599,-0.656865
40.5683,250.612,-0.662859
40.57,250.626,-0.668241
40.5717,250.639,-0.673591
40.5733,250.653,-0.678691
40.575,250.667,-0.683481
40.5767,250.681,-0.68823
40.5783,250.695,-0.693665
40.58,250.708,-0.69815
40.5817,250.723,-0.701932
40.5833,250.736,-0.70635
40.585,250.75,-0.709767
40.5867,250.764,-0.714463
40.5883,250.778,-0.717744
40.59,250.792,-0.722369
40.5917,250.807,-0.727944
40.5933,250.821,-0.731865
40.595,250.836,-0.735645
40.5967,250.85,-0.739609
40.5983,250.864,-0.744786
40.6,250.879,-0.748527
40.6017,250.893,-0.752281
40.6033,250.908,-0.756734
40.605,250.922,-0.760648
40.6067,250.937,-0.765027
40.6083,250.951,-0.767958
40.61,250.966,-0.771099
40.6117,250.981,-0.774443
40.6133,250.996,-0.777632
40.615,251.01,-0.780131
40.6167,251.025,-0.782606
40.6183,251.04,-0.785349
40.62,251.055,-0.787812
40.6217,251.069,-0.791761
40.6233,251.084,-0.794608
40.625,251.099,-0.798417
40.6267,251.115,-0.802027
40.6283,251.13,-0.804762
40.63,251.145,-0.807649
40.6317,251.16,-0.810352
40.6333,251.176,-0.813191
40.635,251.191,-0.815932
40.6367,251.206,-0.818152
40.6383,251.221,-0.819156
40.64,251.236,-0.821843
40.6417,251.252,-0.823858
40.6433,251.267,-0.825686
40.645,251.282,-0.828169
40.6467,251.297,-0.831251
40.6483,251.313,-0.833266
40.65,251.328,-0.835846
40.6517,251.343,-0.83775
40.6533,251.358,-0.840244
40.655,251.374,-0.842269
40.6567,251.39,-0.844426
40.6583,251.406,-0.846968
40.66,251.421,-0.84987
40.6617,251.436,-0.850913
40.6633,251.452,-0.853094
40.665,251.467,-0.855184
40.6667,251.483,-0.857011
40.6683,251.499,-0.858866
40.67,251.514,-0.860602
