Ramp 10.00 °C/min to 250.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
22.51,374.687,-0.43111
22.5117,374.687,-0.431119
22.5133,374.687,-0.431133
22.515,374.687,-0.431144
22.5167,374.687,-0.431148
22.5183,374.687,-0.431143
22.52,374.687,-0.431147
22.5217,374.687,-0.431152
22.5233,374.687,-0.43116
22.525,374.687,-0.431164
22.5267,374.686,-0.431159
22.5283,374.686,-0.431159
22.53,374.686,-0.431156
22.5317,374.685,-0.431159
22.5333,374.685,-0.431157
22.535,374.684,-0.431143
22.5367,374.684,-0.431123
22.5383,374.684,-0.431105
22.54,374.683,-0.431079
22.5417,374.682,-0.431051
22.5433,374.681,-0.431022
22.545,374.68,-0.430992
22.5467,374.679,-0.430959
22.5483,374.677,-0.430905
22.55,374.676,-0.430825
22.5517,374.674,-0.430714
22.5533,374.672,-0.430581
22.555,374.67,-0.430459
22.5567,374.669,-0.430385
22.5583,374.667,-0.430279
22.56,374.664,-0.430215
22.5617,374.662,-0.430169
22.5633,374.66,-0.430119
22.565,374.657,-0.430079
22.5667,374.654,-0.430036
22.5683,374.651,-0.429997
22.57,374.648,-0.429959
22.5717,374.645,-0.429922
22.5733,374.641,-0.429893
22.575,374.637,-0.429871
22.5767,374.634,-0.429857
22.5783,374.63,-0.429851
22.58,374.625,-0.429852
22.5817,374.621,-0.429862
22.5833,374.616,-0.42988
22.585,374.611,-0.429902
22.5867,374.606,-0.429936
22.5883,374.601,-0.429992
22.59,374.595,-0.43005
22.5917,374.59,-0.430077
22.5933,374.584,-0.430102
22.595,374.577,-0.430113
22.5967,374.571,-0.430125
22.5983,374.565,-0.430129
22.6,374.558,-0.430132
22.6017,374.551,-0.430126
22.6033,374.544,-0.430109
22.605,374.536,-0.430085
22.6067,374.529,-0.430048
22.6083,374.521,-0.429986
22.61,374.513,-0.429768
22.6117,374.505,-0.429195
22.6133,374.497,-0.428242
22.615,374.489,-0.426858
22.6167,374.48,-0.424614
