Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
5.00333,249.868,-0.255928
5.005,249.868,-0.25594
5.00667,249.868,-0.255952
5.00833,249.869,-0.255954
5.01,249.868,-0.255948
5.01167,249.869,-0.255944
5.01333,249.868,-0.255947
5.015,249.868,-0.25595
5.01667,249.869,-0.255953
5.01833,249.869,-0.25596
5.02,249.869,-0.255968
5.02167,249.869,-0.255981
5.02333,249.869,-0.255999
5.025,249.87,-0.256021
5.02667,249.87,-0.256052
5.02833,249.871,-0.256091
5.03,249.872,-0.256143
5.03167,249.872,-0.256297
5.03333,249.873,-0.256583
5.035,249.874,-0.257107
5.03667,249.875,-0.258151
5.03833,249.876,-0.259751
5.04,249.877,-0.261788
5.04167,249.878,-0.264331
5.04333,249.88,-0.267467
5.045,249.881,-0.270909
5.04667,249.883,-0.274227
5.04833,249.884,-0.277373
5.05,249.886,-0.281092
5.05167,249.888,-0.285469
5.05333,249.89,-0.290406
5.055,249.892,-0.295344
5.05667,249.894,-0.299509
5.05833,249.896,-0.30362
5.06,249.898,-0.307698
5.06167,249.901,-0.311073
5.06333,249.903,-0.314155
5.065,249.906,-0.317912
5.06667,249.909,-0.32239
5.06833,249.912,-0.32646
5.07,249.916,-0.331767
5.07167,249.919,-0.338491
5.07333,249.923,-0.345969
5.075,249.927,-0.351336
5.07667,249.931,-0.355
5.07833,249.935,-0.359112
5.08,249.94,-0.363871
5.08167,249.944,-0.369017
5.08333,249.949,-0.373702
5.085,249.954,-0.379402
5.08667,249.959,-0.385388
5.08833,249.964,-0.392208
5.09,249.97,-0.398219
5.09167,249.976,-0.405505
5.09333,249.982,-0.414296
5.095,249.988,-0.421405
5.09667,249.995,-0.42861
5.09833,250.001,-0.436541
5.1,250.008,-0.445334
5.10167,250.015,-0.453431
5.10333,250.022,-0.461808
5.105,250.029,-0.46973
5.10667,250.037,-0.477478
5.10833,250.044,-0.486238
5.11,250.052,-0.495859
5.11167,250.06,-0.50554
5.11333,250.069,-0.515167
5.115,250.077,-0.524328
5.11667,250.086,-0.534506
5.11833,250.095,-0.54378
5.12,250.104,-0.553301
5.12167,250.113,-0.56256
5.12333,250.122,-0.571447
5.125,250.132,-0.580272
5.12667,250.141,-0.589813
5.12833,250.15,-0.599587
5.13,250.16,-0.609873
5.13167,250.17,-0.619567
