Ramp 10.00 °C/min to 250.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
57.885,374.739,-0.376423
57.8867,374.739,-0.376409
57.8883,374.739,-0.376396
57.89,374.739,-0.376395
57.8917,374.739,-0.376394
57.8933,374.74,-0.3764
57.895,374.739,-0.376407
57.8967,374.739,-0.376409
57.8983,374.739,-0.376413
57.9,374.739,-0.376412
57.9017,374.739,-0.376409
57.9033,374.739,-0.376398
57.905,374.738,-0.376387
57.9067,374.737,-0.376379
57.9083,374.737,-0.376373
57.91,374.737,-0.376369
57.9117,374.736,-0.37637
57.9133,374.735,-0.376366
57.915,374.734,-0.376353
57.9167,374.733,-0.376333
57.9183,374.733,-0.376309
57.92,374.731,-0.376283
57.9217,374.73,-0.37625
57.9233,374.729,-0.376216
57.925,374.727,-0.376181
57.9267,374.726,-0.376147
57.9283,374.724,-0.376109
57.93,374.722,-0.376065
57.9317,374.72,-0.376029
57.9333,374.718,-0.37598
57.935,374.716,-0.375909
57.9367,374.714,-0.375848
57.9383,374.711,-0.37579
57.94,374.708,-0.375723
57.9417,374.705,-0.375657
57.9433,374.703,-0.375604
57.945,374.699,-0.375567
57.9467,374.696,-0.375551
57.9483,374.692,-0.375545
57.95,374.688,-0.375553
57.9517,374.684,-0.375573
57.9533,374.68,-0.375623
57.955,374.677,-0.375709
57.9567,374.672,-0.375816
57.9583,374.668,-0.375907
57.96,374.663,-0.376019
57.9617,374.657,-0.376148
57.9633,374.652,-0.376281
57.965,374.646,-0.376487
57.9667,374.641,-0.376754
57.9683,374.635,-0.377051
57.97,374.628,-0.37734
57.9717,374.622,-0.377562
57.9733,374.616,-0.377693
57.975,374.609,-0.377783
57.9767,374.602,-0.377853
57.9783,374.595,-0.377887
57.98,374.587,-0.377907
57.9817,374.58,-0.377917
57.9833,374.572,-0.377914
57.985,374.564,-0.377889
57.9867,374.556,-0.377811
57.9883,374.548,-0.377568
57.99,374.54,-0.37691
57.9917,374.531,-0.37554
57.9933,374.522,-0.373322
57.995,374.513,-0.370277
57.9967,374.504,-0.365811
57.9983,374.494,-0.359995
58,374.485,-0.353322
58.0017,374.475,-0.345466
58.0033,374.465,-0.336511
58.005,374.455,-0.328205
