Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
5.00333,249.83,-0.262485
5.005,249.83,-0.262472
5.00667,249.83,-0.262465
5.00833,249.83,-0.262461
5.01,249.83,-0.262455
5.01167,249.83,-0.262455
5.01333,249.83,-0.262456
5.015,249.83,-0.262464
5.01667,249.83,-0.26248
5.01833,249.83,-0.262504
5.02,249.83,-0.262525
5.02167,249.831,-0.262551
5.02333,249.831,-0.262574
5.025,249.832,-0.262606
5.02667,249.832,-0.262637
5.02833,249.832,-0.262668
5.03,249.833,-0.262705
5.03167,249.834,-0.262767
5.03333,249.835,-0.262843
5.035,249.835,-0.26293
5.03667,249.836,-0.263025
5.03833,249.837,-0.263141
5.04,249.838,-0.263254
5.04167,249.839,-0.263349
5.04333,249.84,-0.263412
5.045,249.841,-0.263453
5.04667,249.843,-0.263491
5.04833,249.844,-0.263525
5.05,249.847,-0.263543
5.05167,249.848,-0.263549
5.05333,249.85,-0.263541
5.055,249.852,-0.263505
5.05667,249.854,-0.263389
5.05833,249.857,-0.263197
5.06,249.859,-0.262801
5.06167,249.862,-0.262178
5.06333,249.864,-0.261153
5.065,249.867,-0.259862
5.06667,249.871,-0.258153
5.06833,249.874,-0.256174
5.07,249.877,-0.25401
5.07167,249.881,-0.251635
5.07333,249.885,-0.249462
5.075,249.889,-0.247065
5.07667,249.893,-0.244956
5.07833,249.897,-0.243122
5.08,249.902,-0.241403
5.08167,249.907,-0.23981
5.08333,249.912,-0.238516
5.085,249.917,-0.237359
5.08667,249.922,-0.236576
5.08833,249.928,-0.236034
5.09,249.933,-0.235579
5.09167,249.94,-0.235375
5.09333,249.945,-0.235351
5.095,249.952,-0.235399
5.09667,249.958,-0.235618
5.09833,249.965,-0.235701
5.1,249.972,-0.23582
5.10167,249.979,-0.236267
5.10333,249.987,-0.237627
5.105,249.994,-0.240655
5.10667,250.002,-0.245997
5.10833,250.009,-0.254434
5.11,250.017,-0.265709
5.11167,250.025,-0.277319
5.11333,250.034,-0.289383
5.115,250.042,-0.300028
5.11667,250.051,-0.308808
5.11833,250.06,-0.318345
5.12,250.069,-0.326806
5.12167,250.078,-0.336156
5.12333,250.088,-0.344573
5.125,250.098,-0.354039
5.12667,250.107,-0.36306
5.12833,250.117,-0.371635
5.13,250.127,-0.381907
5.13167,250.137,-0.389826
5.13333,250.147,-0.398192
5.135,250.158,-0.405567
5.13667,250.168,-0.415152
5.13833,250.179,-0.424939
5.14,250.189,-0.434273
5.14167,250.2,-0.443011
5.14333,250.211,-0.453364
5.145,250.223,-0.463044
5.14667,250.234,-0.473392
5.14833,250.245,-0.482687
5.15,250.257,-0.492567
5.15167,250.268,-0.502912
5.15333,250.279,-0.510736
5.155,250.292,-0.51919
5.15667,250.303,-0.52796
5.15833,250.315,-0.536083
5.16,250.328,-0.544867
5.16167,250.34,-0.552996
5.16333,250.352,-0.561745
5.165,250.364,-0.569657
5.16667,250.377,-0.577489
5.16833,250.39,-0.585869
5.17,250.402,-0.593424
5.17167,250.414,-0.601334
5.17333,250.427,-0.606846
5.175,250.44,-0.613262
5.17667,250.453,-0.620348
5.17833,250.466,-0.6271
5.18,250.479,-0.633643
5.18167,250.492,-0.640183
5.18333,250.506,-0.646707
5.185,250.519,-0.652917
5.18667,250.532,-0.660394
5.18833,250.545,-0.666646
5.19,250.559,-0.672962
5.19167,250.572,-0.678557
5.19333,250.586,-0.684937
5.195,250.599,-0.691099
5.19667,250.613,-0.697054
5.19833,250.627,-0.70115
5.2,250.641,-0.70646
5.20167,250.654,-0.711475
5.20333,250.669,-0.717181
5.205,250.682,-0.721676
5.20667,250.697,-0.726432
5.20833,250.711,-0.731209
5.21,250.725,-0.737133
5.21167,250.739,-0.74214
5.21333,250.753,-0.746091
5.215,250.767,-0.751258
5.21667,250.782,-0.755435
5.21833,250.796,-0.759119
5.22,250.81,-0.762528
5.22167,250.825,-0.765466
5.22333,250.839,-0.768409
5.225,250.854,-0.770968
5.22667,250.869,-0.773952
5.22833,250.883,-0.778551
5.23,250.898,-0.781685
5.23167,250.912,-0.785789
5.23333,250.927,-0.790983
5.235,250.942,-0.794293
5.23667,250.956,-0.796694
5.23833,250.972,-0.800821
5.24,250.987,-0.804618
5.24167,251.002,-0.807252
5.24333,251.017,-0.810162
5.245,251.031,-0.813809
5.24667,251.046,-0.816747
5.24833,251.061,-0.81925
5.25,251.076,-0.822069
5.25167,251.091,-0.824938
5.25333,251.106,-0.827076
5.255,251.122,-0.829329
5.25667,251.137,-0.832678
5.25833,251.152,-0.835006
5.26,251.168,-0.838637
5.26167,251.183,-0.842207
5.26333,251.198,-0.84521
5.265,251.213,-0.84914
5.26667,251.228,-0.851285
5.26833,251.244,-0.853449
5.27,251.259,-0.856267
5.27167,251.275,-0.857589
5.27333,251.29,-0.858407
5.275,251.305,-0.860083
5.27667,251.32,-0.861515
5.27833,251.336,-0.862989
5.28,251.352,-0.865616
5.28167,251.367,-0.868338
5.28333,251.383,-0.870692
5.285,251.398,-0.873164
5.28667,251.414,-0.876254
5.28833,251.429,-0.879405
5.29,251.445,-0.881312
5.29167,251.461,-0.883298
5.29333,251.477,-0.884836
5.295,251.492,-0.885966
5.29667,251.507,-0.886775
5.29833,251.523,-0.887895
5.3,251.539,-0.887684
5.30167,251.554,-0.888433
5.30333,251.57,-0.890183
5.305,251.586,-0.891443
5.30667,251.602,-0.893471
5.30833,251.617,-0.894595
5.31,251.633,-0.895485
5.31167,251.649,-0.897129
5.31333,251.665,-0.89949
5.315,251.68,-0.901444
5.31667,251.696,-0.902758
5.31833,251.712,-0.904158
5.32,251.728,-0.905306
5.32167,251.744,-0.907597
5.32333,251.76,-0.909741
5.325,251.776,-0.910919
5.32667,251.792,-0.911715
5.32833,251.808,-0.912
5.33,251.824,-0.912819
5.33167,251.839,-0.913853
5.33333,251.855,-0.915212
5.335,251.871,-0.915909
5.33667,251.887,-0.916273
5.33833,251.903,-0.916719
5.34,251.919,-0.917357
5.34167,251.935,-0.918265
5.34333,251.95,-0.919058
5.345,251.967,-0.919789
5.34667,251.982,-0.920231
5.34833,251.999,-0.920683
5.35,252.015,-0.921207
5.35167,252.031,-0.921979
5.35333,252.047,-0.922566
5.355,252.063,-0.922988
5.35667,252.079,-0.923697
5.35833,252.095,-0.924432
5.36,252.111,-0.925312
5.36167,252.127,-0.926621
5.36333,252.143,-0.927874
5.365,252.159,-0.929274
5.36667,252.175,-0.930487
5.36833,252.192,-0.931775
5.37,252.208,-0.933145
5.37167,252.224,-0.934252
5.37333,252.24,-0.935381
5.375,252.256,-0.936583
5.37667,252.272,-0.937337
5.37833,252.288,-0.937843
5.38,252.304,-0.938232
5.38167,252.32,-0.93863
5.38333,252.336,-0.939215
5.385,252.353,-0.939555
5.38667,252.369,-0.939929
5.38833,252.385,-0.940569
5.39,252.401,-0.941352
5.39167,252.418,-0.942767
5.39333,252.434,-0.944292
5.395,252.449,-0.945602
5.39667,252.466,-0.946454
5.39833,252.482,-0.94697
5.4,252.498,-0.94728
5.40167,252.515,-0.947598
5.40333,252.531,-0.947856
5.405,252.547,-0.948011
5.40667,252.563,-0.948158
5.40833,252.579,-0.948263
5.41,252.596,-0.948415
5.41167,252.612,-0.948616
5.41333,252.628,-0.948845
5.415,252.644,-0.948948
5.41667,252.66,-0.94905
5.41833,252.677,-0.949162
5.42,252.693,-0.949423
5.42167,252.709,-0.949731
5.42333,252.725,-0.950028
5.425,252.742,-0.950268
5.42667,252.758,-0.950517
5.42833,252.774,-0.950762
5.43,252.79,-0.951014
5.43167,252.806,-0.951249
5.43333,252.823,-0.951533
5.435,252.839,-0.951932
5.43667,252.855,-0.952459
5.43833,252.872,-0.952988
5.44,252.888,-0.953499
5.44167,252.904,-0.954038
5.44333,252.92,-0.954539
5.445,252.936,-0.955081
5.44667,252.953,-0.95549
5.44833,252.968,-0.955799
5.45,252.985,-0.956012
5.45167,253.001,-0.956204
5.45333,253.018,-0.956336
5.455,253.034,-0.956525
5.45667,253.051,-0.956767
5.45833,253.067,-0.956989
5.46,253.083,-0.957251
5.46167,253.099,-0.957467
5.46333,253.116,-0.957724
5.465,253.132,-0.95796
5.46667,253.148,-0.958121
5.46833,253.164,-0.95826
5.47,253.181,-0.958446
5.47167,253.197,-0.958673
5.47333,253.214,-0.958835
5.475,253.23,-0.959054
5.47667,253.246,-0.959266
5.47833,253.262,-0.959475
5.48,253.279,-0.959644
5.48167,253.295,-0.959946
5.48333,253.312,-0.960401
5.485,253.328,-0.960822
5.48667,253.344,-0.961357
5.48833,253.36,-0.961849
5.49,253.377,-0.962282
5.49167,253.393,-0.962836
5.49333,253.409,-0.963507
5.495,253.426,-0.964206
5.49667,253.442,-0.964768
5.49833,253.458,-0.965565
5.5,253.475,-0.966306
5.50167,253.491,-0.966727
5.50333,253.507,-0.96706
5.505,253.524,-0.967323
5.50667,253.54,-0.967462
5.50833,253.556,-0.96757
5.51,253.573,-0.968072
5.51167,253.589,-0.968371
5.51333,253.605,-0.968605
5.515,253.621,-0.968909
5.51667,253.638,-0.968949
5.51833,253.654,-0.968994
5.52,253.671,-0.969071
5.52167,253.687,-0.969169
5.52333,253.704,-0.96936
5.525,253.72,-0.96967
5.52667,253.737,-0.970133
5.52833,253.752,-0.970759
