Ramp 10.00 °C/min to 250.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
57.8883,374.74,-0.510885
57.89,374.74,-0.510876
57.8917,374.74,-0.510858
57.8933,374.74,-0.510845
57.895,374.74,-0.510836
57.8967,374.74,-0.510831
57.8983,374.74,-0.510829
57.9,374.74,-0.510824
57.9017,374.74,-0.510829
57.9033,374.74,-0.510842
57.905,374.739,-0.510848
57.9067,374.739,-0.510866
57.9083,374.739,-0.510882
57.91,374.738,-0.510889
57.9117,374.738,-0.510888
57.9133,374.737,-0.510888
57.915,374.737,-0.510883
57.9167,374.736,-0.510876
57.9183,374.735,-0.510864
57.92,374.734,-0.510847
57.9217,374.733,-0.510814
57.9233,374.732,-0.510731
57.925,374.73,-0.510637
57.9267,374.729,-0.510512
57.9283,374.728,-0.510338
57.93,374.726,-0.509999
57.9317,374.725,-0.509406
57.9333,374.723,-0.508488
57.935,374.721,-0.507296
57.9367,374.719,-0.506009
57.9383,374.716,-0.50454
57.94,374.714,-0.502904
57.9417,374.712,-0.501159
57.9433,374.709,-0.499255
57.945,374.706,-0.497392
57.9467,374.703,-0.495534
57.9483,374.7,-0.493759
57.95,374.697,-0.49201
57.9517,374.694,-0.489925
57.9533,374.69,-0.487393
57.955,374.686,-0.484216
57.9567,374.682,-0.481159
57.9583,374.678,-0.478154
57.96,374.674,-0.47456
57.9617,374.669,-0.470458
57.9633,374.664,-0.465888
57.965,374.659,-0.461795
57.9667,374.654,-0.458008
57.9683,374.649,-0.454705
57.97,374.643,-0.451036
57.9717,374.637,-0.446603
57.9733,374.631,-0.442272
57.975,374.625,-0.437784
57.9767,374.619,-0.433369
57.9783,374.612,-0.427312
57.98,374.605,-0.421872
57.9817,374.598,-0.41537
57.9833,374.591,-0.410073
57.985,374.583,-0.404791
57.9867,374.576,-0.399683
57.9883,374.568,-0.393862
57.99,374.56,-0.38767
57.9917,374.552,-0.380471
57.9933,374.544,-0.374943
57.995,374.536,-0.368675
57.9967,374.527,-0.360889
57.9983,374.518,-0.353156
58,374.509,-0.345778
58.0017,374.499,-0.338666
58.0033,374.49,-0.330821
58.005,374.481,-0.322919
58.0067,374.471,-0.314716
58.0083,374.461,-0.307021
58.01,374.451,-0.299044
58.0117,374.441,-0.29195
58.0133,374.431,-0.284019
58.015,374.42,-0.27497
58.0167,374.41,-0.266114
58.0183,374.4,-0.258614
58.02,374.389,-0.249303
58.0217,374.378,-0.240394
58.0233,374.367,-0.231162
58.025,374.356,-0.222742
58.0267,374.344,-0.214788
58.0283,374.333,-0.205754
58.03,374.321,-0.197206
58.0317,374.309,-0.189631
58.0333,374.298,-0.183252
58.035,374.286,-0.175913
58.0367,374.274,-0.16885
58.0383,374.262,-0.162085
58.04,374.25,-0.153882
58.0417,374.238,-0.145604
58.0433,374.226,-0.137905
58.045,374.214,-0.130626
58.0467,374.201,-0.123403
58.0483,374.188,-0.116606
58.05,374.176,-0.108323
58.0517,374.163,-0.0999673
58.0533,374.15,-0.0936479
58.055,374.137,-0.0870296
58.0567,374.124,-0.0798175
58.0583,374.111,-0.0728181
58.06,374.098,-0.0652808
58.0617,374.085,-0.0591025
58.0633,374.071,-0.0533764
58.065,374.058,-0.0477653
58.0667,374.045,-0.0420304
58.0683,374.032,-0.0348719
58.07,374.018,-0.0287834
58.0717,374.004,-0.022507
58.0733,373.991,-0.0164395
58.075,373.977,-0.0100413
58.0767,373.963,-0.00401743
58.0783,373.949,0.00279913
58.08,373.935,0.00867062
58.0817,373.921,0.0137351
58.0833,373.907,0.0185718
58.085,373.893,0.0250612
58.0867,373.878,0.0302312
58.0883,373.864,0.0334521
58.09,373.85,0.0376201
58.0917,373.836,0.0434074
58.0933,373.821,0.0496103
58.095,373.807,0.0531508
58.0967,373.793,0.0600124
58.0983,373.779,0.0648644
58.1,373.764,0.0694688
58.1017,373.75,0.0746021
58.1033,373.735,0.0795654
58.105,373.72,0.0848184
58.1067,373.706,0.0882615
58.1083,373.691,0.0914695
58.11,373.676,0.0950972
58.1117,373.661,0.100241
58.1133,373.646,0.104048
58.115,373.631,0.107
58.1167,373.616,0.110744
58.1183,373.601,0.116528
58.12,373.586,0.121701
58.1217,373.571,0.124898
58.1233,373.556,0.129325
58.125,373.541,0.133269
58.1267,373.526,0.136595
58.1283,373.511,0.141154
58.13,373.496,0.145145
58.1317,373.481,0.147739
58.1333,373.466,0.150032
58.135,373.45,0.154359
58.1367,373.435,0.158432
58.1383,373.42,0.161694
58.14,373.404,0.16452
58.1417,373.389,0.168162
58.1433,373.374,0.171223
58.145,373.359,0.174133
58.1467,373.343,0.177595
58.1483,373.328,0.178728
58.15,373.312,0.180758
58.1517,373.297,0.184095
58.1533,373.282,0.185793
58.155,373.266,0.188258
58.1567,373.25,0.190967
58.1583,373.235,0.193259
58.16,373.219,0.196312
58.1617,373.203,0.200017
58.1633,373.188,0.203055
58.165,373.172,0.205913
58.1667,373.156,0.207845
58.1683,373.141,0.210112
58.17,373.125,0.213659
58.1717,373.109,0.216856
58.1733,373.094,0.219508
58.175,373.078,0.222753
58.1767,373.062,0.224851
