Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
40.3833,249.905,-0.233642
40.385,249.905,-0.233623
40.3867,249.905,-0.233613
40.3883,249.905,-0.233604
40.39,249.905,-0.233595
40.3917,249.905,-0.233592
40.3933,249.905,-0.233592
40.395,249.905,-0.233593
40.3967,249.906,-0.233592
40.3983,249.906,-0.233596
40.4,249.906,-0.233604
40.4017,249.906,-0.233615
40.4033,249.907,-0.233635
40.405,249.907,-0.233661
40.4067,249.907,-0.233694
40.4083,249.908,-0.233785
40.41,249.908,-0.233959
40.4117,249.909,-0.23425
40.4133,249.91,-0.234662
40.415,249.91,-0.235208
40.4167,249.911,-0.235975
40.4183,249.913,-0.237116
40.42,249.914,-0.238769
40.4217,249.915,-0.241667
40.4233,249.916,-0.245368
40.425,249.917,-0.249749
40.4267,249.919,-0.254656
40.4283,249.92,-0.260785
40.43,249.922,-0.266797
40.4317,249.923,-0.273197
40.4333,249.925,-0.279639
40.435,249.927,-0.286177
40.4367,249.93,-0.292486
40.4383,249.932,-0.299505
40.44,249.934,-0.30696
40.4417,249.937,-0.313698
40.4433,249.939,-0.320101
40.445,249.942,-0.325205
40.4467,249.945,-0.331309
40.4483,249.948,-0.336347
40.45,249.952,-0.342793
40.4517,249.955,-0.348559
40.4533,249.959,-0.35552
40.455,249.962,-0.363114
40.4567,249.967,-0.371217
40.4583,249.971,-0.379051
40.46,249.975,-0.387489
40.4617,249.98,-0.396073
40.4633,249.985,-0.404857
40.465,249.99,-0.413802
40.4667,249.995,-0.422696
40.4683,250,-0.431405
40.47,250.005,-0.43914
40.4717,250.011,-0.446941
40.4733,250.017,-0.455252
40.475,250.023,-0.462495
40.4767,250.029,-0.469873
40.4783,250.036,-0.480141
40.48,250.042,-0.489495
40.4817,250.05,-0.500428
40.4833,250.057,-0.510356
40.485,250.064,-0.521302
40.4867,250.071,-0.53223
40.4883,250.079,-0.542331
40.49,250.087,-0.551372
40.4917,250.095,-0.561316
40.4933,250.103,-0.570094
40.495,250.111,-0.578775
40.4967,250.12,-0.589098
40.4983,250.129,-0.599327
40.5,250.138,-0.608705
40.5017,250.147,-0.617271
