Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
40.3833,249.897,-0.263558
40.385,249.897,-0.263547
40.3867,249.897,-0.26354
40.3883,249.897,-0.263538
40.39,249.896,-0.263538
40.3917,249.896,-0.26353
40.3933,249.896,-0.263529
40.395,249.897,-0.263531
40.3967,249.897,-0.263538
40.3983,249.897,-0.263542
40.4,249.897,-0.263553
40.4017,249.897,-0.263567
40.4033,249.897,-0.263587
40.405,249.898,-0.263605
40.4067,249.898,-0.263633
40.4083,249.899,-0.263664
40.41,249.899,-0.263706
40.4117,249.9,-0.263786
40.4133,249.901,-0.263921
40.415,249.902,-0.264136
40.4167,249.903,-0.264415
40.4183,249.904,-0.265017
40.42,249.905,-0.265885
40.4217,249.906,-0.267106
40.4233,249.907,-0.268409
40.425,249.909,-0.269802
40.4267,249.91,-0.271238
40.4283,249.912,-0.272763
40.43,249.913,-0.274565
40.4317,249.915,-0.276512
40.4333,249.917,-0.278486
40.435,249.919,-0.280725
40.4367,249.921,-0.283506
40.4383,249.923,-0.28641
40.44,249.925,-0.289582
40.4417,249.928,-0.293101
40.4433,249.93,-0.295895
40.445,249.934,-0.298789
40.4467,249.936,-0.301816
40.4483,249.939,-0.304607
40.45,249.943,-0.308057
40.4517,249.946,-0.312408
40.4533,249.95,-0.317193
40.455,249.954,-0.322359
40.4567,249.958,-0.327434
40.4583,249.963,-0.332427
40.46,249.967,-0.337946
40.4617,249.972,-0.342933
40.4633,249.977,-0.348984
40.465,249.981,-0.35413
40.4667,249.987,-0.360257
40.4683,249.992,-0.365778
40.47,249.997,-0.371956
40.4717,250.003,-0.377574
40.4733,250.009,-0.38369
40.475,250.015,-0.389663
40.4767,250.022,-0.396505
40.4783,250.028,-0.403216
40.48,250.035,-0.411673
40.4817,250.042,-0.419668
40.4833,250.049,-0.427604
40.485,250.057,-0.435426
40.4867,250.064,-0.443843
40.4883,250.072,-0.452527
40.49,250.079,-0.461144
40.4917,250.088,-0.468726
40.4933,250.096,-0.476827
40.495,250.105,-0.485614
40.4967,250.113,-0.494333
40.4983,250.122,-0.503464
40.5,250.13,-0.511901
40.5017,250.14,-0.522207
40.5033,250.149,-0.531824
40.505,250.158,-0.542339
40.5067,250.168,-0.551043
40.5083,250.178,-0.559795
40.51,250.187,-0.5693
40.5117,250.197,-0.576927
40.5133,250.207,-0.586189
40.515,250.217,-0.593948
40.5167,250.228,-0.60226
40.5183,250.239,-0.610585
40.52,250.249,-0.618314
40.5217,250.26,-0.627811
40.5233,250.271,-0.637802
40.525,250.281,-0.647963
40.5267,250.293,-0.657713
40.5283,250.304,-0.666923
40.53,250.315,-0.676185
40.5317,250.327,-0.68421
40.5333,250.338,-0.692281
40.535,250.35,-0.700649
40.5367,250.362,-0.70889
40.5383,250.374,-0.716487
40.54,250.386,-0.723848
40.5417,250.398,-0.730039
40.5433,250.41,-0.735754
40.545,250.422,-0.741833
40.5467,250.434,-0.748405
40.5483,250.447,-0.754546
40.55,250.459,-0.759927
40.5517,250.472,-0.766723
40.5533,250.485,-0.772566
40.555,250.498,-0.779236
40.5567,250.51,-0.78604
40.5583,250.523,-0.792976
40.56,250.536,-0.799506
40.5617,250.549,-0.806084
40.5633,250.562,-0.812354
40.565,250.575,-0.817975
40.5667,250.588,-0.824364
40.5683,250.602,-0.830541
40.57,250.615,-0.835722
40.5717,250.629,-0.840682
40.5733,250.642,-0.845558
40.575,250.656,-0.848971
40.5767,250.67,-0.854667
40.5783,250.683,-0.860201
40.58,250.697,-0.864873
40.5817,250.711,-0.869389
40.5833,250.725,-0.873364
40.585,250.739,-0.878418
40.5867,250.753,-0.882929
40.5883,250.767,-0.888067
40.59,250.781,-0.89257
40.5917,250.795,-0.896484
40.5933,250.809,-0.899792
40.595,250.823,-0.903413
40.5967,250.837,-0.907203
40.5983,250.851,-0.9105
40.6,250.866,-0.914448
40.6017,250.881,-0.917793
40.6033,250.895,-0.922245
40.605,250.91,-0.927466
40.6067,250.924,-0.931263
40.6083,250.939,-0.936352
40.61,250.953,-0.939109
40.6117,250.968,-0.941392
40.6133,250.983,-0.943854
40.615,250.997,-0.945936
40.6167,251.012,-0.947336
40.6183,251.027,-0.950596
40.62,251.041,-0.952705
40.6217,251.056,-0.95392
40.6233,251.071,-0.956446
40.625,251.086,-0.958903
40.6267,251.101,-0.963477
40.6283,251.116,-0.96649
40.63,251.131,-0.969659
40.6317,251.146,-0.973338
40.6333,251.161,-0.977216
40.635,251.176,-0.981297
40.6367,251.192,-0.985117
40.6383,251.207,-0.988613
40.64,251.222,-0.990657
40.6417,251.238,-0.991764
40.6433,251.253,-0.994887
40.645,251.268,-0.996637
40.6467,251.284,-0.99902
40.6483,251.299,-1.00117
40.65,251.314,-1.0027
40.6517,251.33,-1.00365
40.6533,251.345,-1.00633
40.655,251.36,-1.00849
40.6567,251.376,-1.01145
40.6583,251.391,-1.01304
40.66,251.406,-1.01537
40.6617,251.422,-1.01876
40.6633,251.437,-1.02054
40.665,251.453,-1.0218
40.6667,251.468,-1.02343
40.6683,251.484,-1.02424
40.67,251.5,-1.02408
40.6717,251.515,-1.02522
40.6733,251.531,-1.02557
40.675,251.547,-1.02678
40.6767,251.563,-1.02696
40.6783,251.579,-1.02789
40.68,251.594,-1.03016
40.6817,251.61,-1.03185
