Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
40.3817,249.891,-0.196062
40.3833,249.891,-0.196062
40.385,249.891,-0.196063
40.3867,249.891,-0.196058
40.3883,249.891,-0.196048
40.39,249.891,-0.196042
40.3917,249.891,-0.196043
40.3933,249.891,-0.196045
40.395,249.891,-0.196046
40.3967,249.891,-0.19605
40.3983,249.891,-0.19605
40.4,249.892,-0.196057
40.4017,249.892,-0.196063
40.4033,249.892,-0.196074
40.405,249.893,-0.196099
40.4067,249.893,-0.196132
40.4083,249.894,-0.196183
40.41,249.895,-0.196252
40.4117,249.896,-0.196339
40.4133,249.896,-0.196424
40.415,249.898,-0.196495
40.4167,249.898,-0.196583
40.4183,249.899,-0.196695
40.42,249.9,-0.196796
40.4217,249.902,-0.196867
40.4233,249.903,-0.196913
40.425,249.905,-0.196959
40.4267,249.906,-0.197005
40.4283,249.908,-0.197041
40.43,249.91,-0.197064
40.4317,249.911,-0.197068
40.4333,249.914,-0.197059
40.435,249.916,-0.197047
40.4367,249.918,-0.197037
40.4383,249.921,-0.197022
40.44,249.923,-0.196999
40.4417,249.926,-0.196959
40.4433,249.929,-0.1969
40.445,249.932,-0.196832
40.4467,249.936,-0.196694
40.4483,249.939,-0.196506
40.45,249.943,-0.196203
40.4517,249.946,-0.195859
40.4533,249.95,-0.195403
40.455,249.954,-0.194913
40.4567,249.959,-0.194409
40.4583,249.963,-0.193915
40.46,249.968,-0.193397
40.4617,249.973,-0.193031
40.4633,249.978,-0.192737
40.465,249.984,-0.192564
40.4667,249.99,-0.192448
40.4683,249.995,-0.192405
40.47,250.001,-0.192371
40.4717,250.007,-0.192358
40.4733,250.013,-0.192366
40.475,250.02,-0.192391
40.4767,250.026,-0.192592
40.4783,250.033,-0.193227
40.48,250.04,-0.194737
40.4817,250.048,-0.196914
40.4833,250.055,-0.201156
40.485,250.063,-0.206979
40.4867,250.071,-0.213891
40.4883,250.079,-0.222127
40.49,250.087,-0.232054
40.4917,250.095,-0.242567
40.4933,250.104,-0.250994
40.495,250.112,-0.257999
40.4967,250.121,-0.265459
40.4983,250.13,-0.272376
40.5,250.139,-0.278895
40.5017,250.149,-0.286248
40.5033,250.159,-0.292874
40.505,250.168,-0.30035
40.5067,250.178,-0.307963
40.5083,250.188,-0.3161
40.51,250.198,-0.323828
40.5117,250.208,-0.332501
40.5133,250.219,-0.34097
40.515,250.229,-0.348035
40.5167,250.24,-0.356706
40.5183,250.251,-0.365128
40.52,250.261,-0.374095
40.5217,250.273,-0.38146
40.5233,250.283,-0.388114
40.525,250.295,-0.396018
40.5267,250.306,-0.404733
40.5283,250.318,-0.411488
40.53,250.329,-0.420134
40.5317,250.341,-0.42823
40.5333,250.353,-0.436164
40.535,250.365,-0.444473
40.5367,250.377,-0.452517
40.5383,250.389,-0.460082
40.54,250.401,-0.465341
40.5417,250.413,-0.472085
40.5433,250.426,-0.478797
40.545,250.438,-0.485712
40.5467,250.451,-0.492568
40.5483,250.464,-0.498843
40.55,250.476,-0.504804
40.5517,250.489,-0.511972
40.5533,250.502,-0.519469
40.555,250.515,-0.525619
40.5567,250.528,-0.532025
40.5583,250.541,-0.536359
40.56,250.554,-0.541609
40.5617,250.568,-0.546002
40.5633,250.581,-0.550458
40.565,250.594,-0.554929
40.5667,250.608,-0.55988
40.5683,250.621,-0.564341
40.57,250.635,-0.57019
40.5717,250.648,-0.575447
40.5733,250.662,-0.580221
40.575,250.676,-0.585223
40.5767,250.689,-0.589461
40.5783,250.703,-0.593679
40.58,250.717,-0.598452
40.5817,250.731,-0.602771
40.5833,250.745,-0.606785
40.585,250.76,-0.611333
40.5867,250.774,-0.615505
40.5883,250.788,-0.618799
40.59,250.801,-0.621215
40.5917,250.816,-0.625041
40.5933,250.831,-0.629344
40.595,250.845,-0.633315
40.5967,250.859,-0.6374
40.5983,250.874,-0.642018
40.6,250.888,-0.646658
40.6017,250.903,-0.650866
40.6033,250.918,-0.654057
40.605,250.932,-0.657624
40.6067,250.947,-0.660586
40.6083,250.961,-0.663144
40.61,250.977,-0.667172
40.6117,250.991,-0.670997
40.6133,251.006,-0.674203
40.615,251.02,-0.676716
40.6167,251.035,-0.679336
40.6183,251.05,-0.681982
40.62,251.066,-0.684897
40.6217,251.08,-0.687468
40.6233,251.096,-0.688993
40.625,251.111,-0.690827
40.6267,251.126,-0.69243
40.6283,251.14,-0.69325
40.63,251.156,-0.696156
40.6317,251.171,-0.699186
40.6333,251.186,-0.702577
40.635,251.201,-0.705485
40.6367,251.216,-0.709843
40.6383,251.232,-0.712596
40.64,251.247,-0.715924
40.6417,251.262,-0.71764
40.6433,251.277,-0.719623
40.645,251.293,-0.721853
40.6467,251.308,-0.725102
40.6483,251.324,-0.725419
40.65,251.339,-0.726724
40.6517,251.355,-0.727527
40.6533,251.37,-0.728749
40.655,251.386,-0.731219
40.6567,251.401,-0.732458
40.6583,251.416,-0.734993
40.66,251.432,-0.736058
40.6617,251.448,-0.737252
40.6633,251.463,-0.73856
40.665,251.479,-0.740655
40.6667,251.494,-0.742988
40.6683,251.51,-0.745311
40.67,251.525,-0.745816
40.6717,251.541,-0.746807
40.6733,251.557,-0.749386
40.675,251.573,-0.752219
40.6767,251.589,-0.754259
40.6783,251.605,-0.755513
40.68,251.62,-0.756674
40.6817,251.636,-0.757637
40.6833,251.652,-0.758121
40.685,251.668,-0.759494
40.6867,251.683,-0.760068
40.6883,251.699,-0.760286
40.69,251.715,-0.760942
40.6917,251.731,-0.762273
40.6933,251.747,-0.763571
40.695,251.763,-0.76505
40.6967,251.778,-0.765721
40.6983,251.794,-0.7662
40.7,251.81,-0.766901
40.7017,251.826,-0.767678
40.7033,251.842,-0.769019
40.705,251.858,-0.770185
40.7067,251.873,-0.772127
40.7083,251.889,-0.773765
40.71,251.906,-0.774955
