Ramp 10.00 °C/min to 375.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
5.00333,249.858,-0.2927
5.005,249.858,-0.292703
5.00667,249.858,-0.2927
5.00833,249.858,-0.292701
5.01,249.858,-0.292701
5.01167,249.858,-0.292707
5.01333,249.858,-0.292716
5.015,249.858,-0.292723
5.01667,249.858,-0.292725
5.01833,249.858,-0.292727
5.02,249.859,-0.292733
5.02167,249.859,-0.292752
5.02333,249.859,-0.292775
5.025,249.86,-0.292801
5.02667,249.86,-0.292831
5.02833,249.861,-0.292862
5.03,249.861,-0.29294
5.03167,249.862,-0.293122
5.03333,249.862,-0.293452
5.035,249.864,-0.293995
5.03667,249.865,-0.294681
5.03833,249.865,-0.295526
5.04,249.866,-0.296672
5.04167,249.868,-0.298015
5.04333,249.869,-0.299539
5.045,249.87,-0.301136
5.04667,249.872,-0.302561
5.04833,249.873,-0.303788
5.05,249.875,-0.304903
5.05167,249.876,-0.306243
5.05333,249.878,-0.30743
5.055,249.88,-0.308678
5.05667,249.883,-0.310182
5.05833,249.885,-0.311842
5.06,249.887,-0.314155
5.06167,249.89,-0.316346
5.06333,249.892,-0.318944
5.065,249.895,-0.321832
5.06667,249.898,-0.324776
5.06833,249.901,-0.328134
5.07,249.905,-0.331234
5.07167,249.908,-0.333743
5.07333,249.911,-0.336408
5.075,249.915,-0.338894
5.07667,249.919,-0.341949
5.07833,249.924,-0.345235
5.08,249.928,-0.348914
5.08167,249.933,-0.354144
5.08333,249.937,-0.360218
5.085,249.942,-0.366452
5.08667,249.947,-0.373213
5.08833,249.953,-0.379181
5.09,249.959,-0.385896
5.09167,249.964,-0.39202
5.09333,249.971,-0.397719
5.095,249.977,-0.40409
5.09667,249.983,-0.410498
5.09833,249.99,-0.415879
5.1,249.997,-0.422247
5.10167,250.004,-0.427876
5.10333,250.01,-0.434868
5.105,250.018,-0.441883
5.10667,250.025,-0.448786
5.10833,250.033,-0.456924
5.11,250.04,-0.464867
5.11167,250.049,-0.472692
5.11333,250.057,-0.48218
5.115,250.065,-0.492438
5.11667,250.074,-0.501666
5.11833,250.082,-0.511424
5.12,250.091,-0.520345
5.12167,250.1,-0.528933
5.12333,250.11,-0.536683
5.125,250.119,-0.544496
5.12667,250.129,-0.553632
5.12833,250.138,-0.562021
5.13,250.148,-0.57007
5.13167,250.158,-0.578741
5.13333,250.168,-0.588323
5.135,250.179,-0.598098
5.13667,250.189,-0.606213
5.13833,250.2,-0.615982
5.14,250.21,-0.626016
5.14167,250.221,-0.63571
5.14333,250.232,-0.645671
5.145,250.243,-0.655021
5.14667,250.253,-0.664227
5.14833,250.265,-0.67225
5.15,250.276,-0.681732
5.15167,250.288,-0.691012
5.15333,250.299,-0.699167
5.155,250.311,-0.707237
5.15667,250.323,-0.715063
5.15833,250.334,-0.721999
5.16,250.346,-0.730252
5.16167,250.359,-0.737331
5.16333,250.371,-0.744237
5.165,250.383,-0.750675
5.16667,250.395,-0.757689
5.16833,250.407,-0.765318
5.17,250.42,-0.772198
