Ramp 10.00 °C/min to 250.00 °C,,
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
57.89,374.759,-0.500415
57.8917,374.759,-0.500414
57.8933,374.759,-0.500406
57.895,374.759,-0.500393
57.8967,374.759,-0.500378
57.8983,374.759,-0.500361
57.9,374.759,-0.500352
57.9017,374.759,-0.500346
57.9033,374.759,-0.50034
57.905,374.759,-0.500335
57.9067,374.759,-0.500333
57.9083,374.758,-0.500335
57.91,374.758,-0.500338
57.9117,374.757,-0.50034
57.9133,374.757,-0.500336
57.915,374.757,-0.500333
57.9167,374.756,-0.500324
57.9183,374.755,-0.50031
57.92,374.754,-0.500297
57.9217,374.753,-0.500269
57.9233,374.752,-0.500227
57.925,374.751,-0.500132
57.9267,374.75,-0.499888
57.9283,374.749,-0.49935
57.93,374.747,-0.498762
57.9317,374.745,-0.497564
57.9333,374.744,-0.495691
57.935,374.742,-0.493195
57.9367,374.74,-0.490401
57.9383,374.738,-0.486794
57.94,374.736,-0.48224
57.9417,374.733,-0.476175
57.9433,374.731,-0.469464
57.945,374.728,-0.461606
57.9467,374.726,-0.451992
57.9483,374.723,-0.442159
57.95,374.72,-0.431828
57.9517,374.717,-0.424331
57.9533,374.713,-0.418084
57.955,374.71,-0.411436
57.9567,374.706,-0.404577
57.9583,374.702,-0.397045
57.96,374.698,-0.389223
57.9617,374.694,-0.38201
57.9633,374.69,-0.374576
57.965,374.685,-0.366108
57.9667,374.68,-0.355821
57.9683,374.675,-0.346826
57.97,374.67,-0.337354
57.9717,374.665,-0.328745
57.9733,374.659,-0.319898
57.975,374.653,-0.311036
57.9767,374.647,-0.301624
57.9783,374.641,-0.293974
57.98,374.634,-0.28419
57.9817,374.628,-0.274481
57.9833,374.621,-0.265065
57.985,374.614,-0.254682
57.9867,374.606,-0.24511
57.9883,374.599,-0.235235
57.99,374.592,-0.225749
57.9917,374.584,-0.216093
57.9933,374.576,-0.205816
57.995,374.568,-0.195808
57.9967,374.56,-0.186115
57.9983,374.551,-0.176209
58,374.542,-0.167047
58.0017,374.533,-0.157754
58.0033,374.524,-0.148516
58.005,374.515,-0.13889
58.0067,374.505,-0.129387
58.0083,374.496,-0.121333
58.01,374.486,-0.111522
58.0117,374.476,-0.101025
58.0133,374.466,-0.0907203
58.015,374.456,-0.0813211
58.0167,374.446,-0.0716531
58.0183,374.435,-0.0624056
58.02,374.425,-0.0527731
58.0217,374.414,-0.0434991
58.0233,374.403,-0.0350075
58.025,374.392,-0.027851
58.0267,374.381,-0.0202069
58.0283,374.37,-0.0117045
58.03,374.358,-0.0032298
58.0317,374.347,0.00530797
58.0333,374.336,0.0137401
58.035,374.324,0.0222566
58.0367,374.312,0.0311454
58.0383,374.3,0.0394896
58.04,374.288,0.0463906
58.0417,374.276,0.0539182
58.0433,374.264,0.0612736
58.045,374.252,0.0690302
58.0467,374.239,0.0764764
58.0483,374.227,0.0836409
58.05,374.214,0.0904278
58.0517,374.202,0.0957578
58.0533,374.189,0.102065
58.055,374.176,0.108882
58.0567,374.163,0.115501
58.0583,374.15,0.122075
58.06,374.137,0.127632
58.0617,374.124,0.134691
58.0633,374.111,0.142248
58.065,374.098,0.148721
58.0667,374.084,0.155507
58.0683,374.071,0.162632
58.07,374.058,0.168189
58.0717,374.044,0.171729
58.0733,374.031,0.17706
58.075,374.017,0.183078
58.0767,374.003,0.188807
58.0783,373.989,0.19338
58.08,373.975,0.198713
58.0817,373.961,0.204763
58.0833,373.947,0.210736
58.085,373.933,0.216432
58.0867,373.919,0.221551
58.0883,373.905,0.226778
58.09,373.891,0.231766
58.0917,373.876,0.23601
58.0933,373.862,0.238998
58.095,373.848,0.243105
58.0967,373.833,0.250111
58.0983,373.819,0.25257
58.1,373.805,0.257316
58.1017,373.79,0.262163
58.1033,373.776,0.266249
58.105,373.761,0.270528
58.1067,373.746,0.276304
58.1083,373.731,0.278908
58.11,373.717,0.283098
58.1117,373.702,0.287041
58.1133,373.687,0.290972
58.115,373.673,0.294099
58.1167,373.658,0.296768
58.1183,373.643,0.300169
58.12,373.628,0.304411
58.1217,373.613,0.307325
58.1233,373.597,0.310198
58.125,373.582,0.313169
58.1267,373.567,0.316458
58.1283,373.552,0.319748
58.13,373.537,0.323726
58.1317,373.522,0.326956
58.1333,373.507,0.329459
58.135,373.492,0.332937
58.1367,373.476,0.336567
58.1383,373.461,0.3394
58.14,373.446,0.342175
58.1417,373.43,0.344431
58.1433,373.415,0.347679
58.145,373.399,0.350182
58.1467,373.384,0.352259
58.1483,373.369,0.354862
58.15,373.354,0.358187
58.1517,373.338,0.360531
58.1533,373.323,0.364262
58.155,373.307,0.366843
58.1567,373.292,0.367775
58.1583,373.276,0.37034
58.16,373.26,0.373171
